,churn_probability,pred_churn,CustomerID,Contract,PaymentMethod,MonthlyCharges,TotalCharges,tenure,SeniorCitizen
5407,0.4937136853736971,1,7808-DVWEP,Month-to-month,Bank transfer (automatic),20.0,49.65,3,0
5592,0.4934882075887603,1,1360-JYXKQ,One year,Electronic check,99.1,5437.1,54,1
3886,0.4933248834780124,1,1110-KYLGQ,Month-to-month,Credit card (automatic),108.25,6780.1,63,0
4330,0.49230488422333907,1,5366-OBVMR,Month-to-month,Mailed check,50.3,908.75,18,0
3919,0.49120801768569533,1,9375-MHRRS,Month-to-month,Mailed check,50.05,288.35,6,0
6021,0.49033735901949893,1,7502-BNYGS,Month-to-month,Credit card (automatic),69.1,3168.0,46,0
1905,0.48913850468941333,1,6575-SUVOI,Month-to-month,Credit card (automatic),69.5,1752.65,25,1
4140,0.48881064275340136,1,5569-IDSEY,One year,Bank transfer (automatic),105.7,7472.15,71,0
2938,0.4872862191730701,1,6890-PFRQX,Month-to-month,Mailed check,69.5,1199.4,18,0
3008,0.48727418547771173,1,3794-NFNCH,Month-to-month,Mailed check,50.0,1474.9,30,0
1316,0.4863385587745174,1,9103-TCIHJ,Month-to-month,Mailed check,55.7,899.8,15,0
1743,0.48373187965059716,1,4701-AHWMW,Month-to-month,Bank transfer (automatic),54.55,2978.3,55,0
5,0.48307188563917147,1,4190-MFLUW,Month-to-month,Credit card (automatic),55.2,528.35,10,0
1134,0.4830018133828331,1,3707-LRWZD,One year,Electronic check,84.05,2781.85,32,0
2835,0.4819655281652207,1,4945-RVMTE,Month-to-month,Bank transfer (automatic),59.55,1646.45,28,0
2640,0.48180048956135135,1,4869-EPIUS,One year,Electronic check,80.9,4557.5,56,0
1116,0.4807769605667298,1,1087-UDSIH,Month-to-month,Mailed check,19.6,59.75,3,0
2379,0.47962961920457836,1,7251-LJBQN,One year,Credit card (automatic),103.75,4188.4,40,1
414,0.4795041745006428,1,9254-RBFON,One year,Bank transfer (automatic),98.6,1704.95,17,0
2507,0.4780227147378594,1,8713-IGZSO,Month-to-month,Mailed check,24.85,62.0,2,0
5171,0.4778153604060311,1,4693-VWVBO,Month-to-month,Electronic check,19.55,61.05,3,0
3875,0.4772857824067044,1,7883-ROJOC,Month-to-month,Mailed check,44.9,839.65,19,0
3327,0.47703088163937557,1,7892-QVYKW,Month-to-month,Electronic check,85.6,1868.4,23,0
6543,0.47669073764678127,1,8735-DCXNF,Month-to-month,Credit card (automatic),54.95,568.85,10,0
609,0.4761360315727115,1,3870-MQAMG,One year,Electronic check,110.35,5893.15,54,0
935,0.4748682813180886,1,8722-NGNBH,Month-to-month,Mailed check,40.0,223.45,5,0
3256,0.47431385502862444,1,0463-WZZKO,Month-to-month,Credit card (automatic),20.75,67.1,3,0
5430,0.47359817055207803,1,3339-EAQNV,One year,Credit card (automatic),97.25,7133.1,72,1
6239,0.4735202230375885,1,4712-AUQZO,Month-to-month,Mailed check,33.6,550.35,18,0
5667,0.47343913641227686,1,7017-VFULY,Month-to-month,Bank transfer (automatic),20.1,43.15,2,0
610,0.47256410241077335,1,4800-CZMPC,One year,Credit card (automatic),103.25,5037.55,48,0
1815,0.47247410302694576,1,6692-UDPJC,Month-to-month,Electronic check,91.65,1301.0,14,0
4413,0.4719702994013437,1,2000-MPKCA,One year,Electronic check,107.75,6332.75,58,0
4495,0.4715097427492764,1,1077-HUUJM,Month-to-month,Electronic check,71.05,472.65,7,0
4205,0.47083688004623375,1,9097-ZUBYC,Month-to-month,Bank transfer (automatic),48.8,664.4,14,0
1850,0.4701197642023222,1,6664-FPDAC,One year,Electronic check,111.95,6418.9,56,1
3148,0.46995238780189075,1,1015-OWJKI,Month-to-month,Mailed check,19.05,19.05,1,0
3907,0.46959188425075105,1,1194-SPVSP,Month-to-month,Bank transfer (automatic),19.65,19.65,1,0
657,0.4689560673210511,1,5766-ZJYBB,Month-to-month,Mailed check,19.4,19.4,1,0
220,0.46867645384206985,1,3313-QKNKB,One year,Electronic check,85.55,5084.65,59,0
479,0.4684533537860545,1,1349-WXNGG,Month-to-month,Bank transfer (automatic),20.05,20.05,1,0
5270,0.4683565197170573,1,2853-CWQFQ,Month-to-month,Mailed check,59.55,59.55,1,0
3417,0.46797441191738287,1,3744-ZBHON,Month-to-month,Electronic check,20.2,65.95,3,0
1070,0.46795999425996554,1,7239-HZZCX,Month-to-month,Mailed check,19.75,19.75,1,0
1967,0.46795999425996554,1,3930-ZGWVE,Month-to-month,Mailed check,19.75,19.75,1,0
825,0.4678177187651535,1,4892-VLANZ,Month-to-month,Mailed check,19.8,19.8,1,0
2753,0.4675495862125577,1,8967-SZQAS,Month-to-month,Electronic check,50.45,765.45,14,0
6361,0.4673909237707098,1,6286-SUUWT,Month-to-month,Mailed check,19.95,19.95,1,0
4572,0.4673357926460886,1,3604-WLABM,Month-to-month,Electronic check,54.25,583.0,10,0
3673,0.4671403200246186,1,0567-GGCAC,Month-to-month,Electronic check,61.4,438.9,7,0
4638,0.4671064202454343,1,7096-UCLNH,Month-to-month,Mailed check,20.05,20.05,1,0
6087,0.4671064202454343,1,8749-CLJXC,Month-to-month,Mailed check,20.05,20.05,1,0
844,0.46696417649289257,1,3148-BLQJT,Month-to-month,Mailed check,20.1,20.1,1,0
7,0.46682193811098005,1,1066-JKSGK,Month-to-month,Mailed check,20.15,20.15,1,0
1235,0.4665374775507179,1,4211-MMAZN,Month-to-month,Mailed check,20.25,20.25,1,0
4318,0.4663952554181967,1,9122-UMROB,Month-to-month,Mailed check,20.3,20.3,1,0
4005,0.46596862188597116,1,2668-TZSPS,Month-to-month,Mailed check,20.45,20.45,1,0
5589,0.4659231853070656,1,9500-LTVBP,Month-to-month,Credit card (automatic),80.05,2835.9,35,0
5720,0.46554203813265554,1,3976-NLDEZ,Month-to-month,Mailed check,20.6,20.6,1,0
4984,0.4651480402981019,1,7926-IJOOU,Month-to-month,Credit card (automatic),19.3,19.3,1,0
2443,0.4649733382969733,1,4013-GUXND,Month-to-month,Mailed check,20.8,20.8,1,0
4057,0.4635407484743756,1,6898-MDLZW,Month-to-month,Mailed check,53.75,648.65,12,0
5256,0.4634089363533145,1,8003-EWNDZ,Month-to-month,Electronic check,21.2,222.65,10,0
244,0.46310282867339847,1,4541-RMRLG,Month-to-month,Electronic check,19.25,112.3,7,0
16,0.4617702256940993,1,7495-OOKFY,Month-to-month,Credit card (automatic),80.65,633.3,8,1
5059,0.4610275666919237,1,2700-LUEVA,Month-to-month,Credit card (automatic),20.75,20.75,1,0
3,0.4609255171123648,1,7892-POOKP,Month-to-month,Electronic check,104.8,3046.05,28,0
5135,0.45955270260096126,1,6874-SGLHU,One year,Bank transfer (automatic),97.0,3021.3,30,0
4548,0.4594855714661941,1,5186-EJEGL,Month-to-month,Mailed check,69.5,653.25,9,0
1796,0.4590793217412734,1,1113-IUJYX,One year,Mailed check,105.95,1348.9,14,0
4265,0.45798129405393395,1,3890-RTCMS,Month-to-month,Mailed check,49.45,799.0,16,0
2058,0.45738037499229883,1,0959-WHOKV,One year,Electronic check,99.0,4298.45,42,0
528,0.45728134904392903,1,9139-WQQDY,One year,Mailed check,100.45,4941.8,49,0
2967,0.45645355557160594,1,8605-ITULD,Month-to-month,Mailed check,19.55,19.55,1,0
2274,0.45645355557160594,1,2866-IKBTM,Month-to-month,Mailed check,19.55,19.55,1,0
5425,0.4554612621300851,1,6654-QGBZZ,Month-to-month,Mailed check,19.9,19.9,1,0
189,0.4554612621300851,1,3900-AQPHZ,Month-to-month,Mailed check,19.9,19.9,1,0
4237,0.45473762019069286,1,3694-GLTJM,Month-to-month,Credit card (automatic),19.65,92.05,5,0
3424,0.45434741083929686,1,9779-DPNEJ,Month-to-month,Electronic check,80.15,1790.65,22,0
12,0.45416009132142127,1,5380-WJKOV,Month-to-month,Electronic check,106.35,3549.25,34,0
1689,0.45404431523785443,1,1963-VAUKV,Month-to-month,Mailed check,20.4,20.4,1,0
5629,0.45333829272927767,1,8547-NSBBO,Month-to-month,Mailed check,96.75,3403.4,35,0
6410,0.4528021015356815,1,2220-IAHLS,Month-to-month,Credit card (automatic),19.4,19.4,1,0
1173,0.45262811237938433,1,7434-SHXLS,Month-to-month,Mailed check,20.9,20.9,1,0
2540,0.4521136020912375,1,1051-GEJLJ,Month-to-month,Mailed check,19.5,27.55,2,0
7037,0.45132603648729325,1,7750-EYXWZ,One year,Electronic check,60.65,743.3,12,0
5448,0.45125051749998984,1,8190-ZTQFB,One year,Electronic check,51.35,2075.1,41,0
6123,0.4502547094827925,1,3090-QFUVD,Month-to-month,Credit card (automatic),20.3,20.3,1,0
3062,0.44897253668412873,1,4939-KYYPY,Month-to-month,Electronic check,59.45,1611.65,27,0
2841,0.4484851656601774,1,9277-JOOMO,Month-to-month,Mailed check,24.6,86.35,3,0
181,0.4462921893184359,1,2684-EIWEO,Month-to-month,Credit card (automatic),91.7,2758.15,30,1
5732,0.44513599091312556,1,3858-XHYJO,One year,Bank transfer (automatic),105.75,4228.55,40,0
3839,0.4447844334096195,1,8166-ORCHU,One year,Electronic check,93.55,3055.5,33,1
57,0.4439009751429909,1,0094-OIFMO,Month-to-month,Electronic check,95.0,1120.3,11,1
1549,0.4430218879376298,1,0733-VUNUW,Month-to-month,Bank transfer (automatic),55.65,1400.55,24,0
3224,0.442954372894194,1,3402-XRIUO,Month-to-month,Mailed check,63.55,1381.8,22,1
5236,0.4429434682513628,1,1386-ZIKUV,Month-to-month,Mailed check,18.95,130.55,7,0
1907,0.4425883113132184,1,8769-KKTPH,One year,Credit card (automatic),99.65,6311.2,63,0
6592,0.441599906156219,1,3865-ZYKAD,Month-to-month,Credit card (automatic),84.9,5785.65,69,1
1725,0.44113824628369497,1,3190-XFANI,One year,Bank transfer (automatic),100.6,5069.65,49,0
121,0.44075779973342644,1,0447-BEMNG,Month-to-month,Bank transfer (automatic),45.3,2145.0,48,0
1218,0.4402283390754163,1,0883-EIBTI,Month-to-month,Mailed check,19.5,31.55,2,0
5210,0.4398665182853268,1,0423-UDIJQ,Month-to-month,Mailed check,49.2,447.9,9,1
6521,0.43984607620472344,1,5022-JNQEQ,Month-to-month,Electronic check,75.85,647.5,9,0
837,0.4396060947847682,1,3523-QRQLL,One year,Bank transfer (automatic),69.5,1498.2,22,0
3183,0.4383474904046323,1,2155-AMQRX,Month-to-month,Credit card (automatic),54.9,1505.15,28,0
6748,0.4356245038084794,1,4747-LCAQL,Month-to-month,Mailed check,79.0,1902.0,25,0
5763,0.4343266332517811,1,6723-WSNTY,One year,Credit card (automatic),108.1,7181.95,66,1
3517,0.4336637856884399,1,2212-LYASK,One year,Credit card (automatic),45.85,1246.4,27,0
4108,0.4335784437759092,1,1614-JBEBI,Month-to-month,Mailed check,20.7,137.6,8,0
3837,0.4334618872424548,1,5140-FOMCQ,One year,Credit card (automatic),109.15,6557.75,59,0
2461,0.4333241317034251,1,0810-BDHAW,One year,Electronic check,78.4,1832.4,24,0
3437,0.43084134915112676,1,1379-FRVEB,Month-to-month,Electronic check,91.0,1430.05,15,0
3777,0.4294042348813444,1,7748-UMTRK,Month-to-month,Electronic check,101.3,2974.5,30,1
6142,0.42922362301435774,1,1697-NVVGY,Month-to-month,Bank transfer (automatic),66.4,1286.05,19,1
6249,0.4289715960846487,1,7395-XWZOY,Month-to-month,Credit card (automatic),55.0,1165.55,20,0
3685,0.4285232377208529,1,5198-EFNBM,One year,Electronic check,90.65,5199.8,57,1
6877,0.4277799513811328,1,4323-OHFOW,One year,Bank transfer (automatic),105.55,7195.35,70,1
6995,0.4276128054909119,1,2843-CQMEG,Month-to-month,Mailed check,49.7,1218.25,24,0
5441,0.42716892769927284,1,1360-XFJMR,One year,Credit card (automatic),109.7,7344.45,67,0
6419,0.42673673503566467,1,3413-CSSTH,Month-to-month,Bank transfer (automatic),55.7,2237.55,41,0
2840,0.42651750800445987,1,9788-YTFGE,Month-to-month,Mailed check,19.95,147.5,7,0
648,0.42584292594029655,1,4701-MLJPN,Month-to-month,Electronic check,55.25,1715.65,31,0
3943,0.42521232860470276,1,4360-QRAVE,Month-to-month,Electronic check,36.65,1315.0,37,1
3088,0.4246450787970589,1,8189-HBVRW,Month-to-month,Electronic check,90.8,4921.2,53,0
5223,0.4245384569956777,1,1385-TQOZW,Month-to-month,Credit card (automatic),20.45,147.55,9,0
5843,0.42388358712202195,1,9701-CDXHR,Month-to-month,Mailed check,69.15,3649.6,51,0
6776,0.42352741088431983,1,6258-NGCNG,Month-to-month,Mailed check,23.5,173.0,7,0
3562,0.42335466845004943,1,4947-DSMXK,Month-to-month,Bank transfer (automatic),97.7,3410.0,34,0
1862,0.4232096460512216,1,5482-NUPNA,Month-to-month,Mailed check,60.4,272.15,4,0
1677,0.4230021358858981,1,9661-MHUMO,Month-to-month,Credit card (automatic),49.25,49.25,1,1
1340,0.4224850300120655,1,2995-UPRYS,One year,Credit card (automatic),99.2,4062.2,40,1
4104,0.4215124649878295,1,1796-JANOW,Month-to-month,Mailed check,19.95,38.15,2,0
975,0.42105073103295537,1,2839-RFSQE,Month-to-month,Mailed check,20.65,38.7,2,0
1791,0.42055144098685837,1,9820-RMCQV,Month-to-month,Credit card (automatic),48.55,501.0,11,0
2644,0.4187948379471819,1,3524-WQDSG,Month-to-month,Bank transfer (automatic),99.3,4209.95,43,0
5712,0.4179007744187864,1,0365-TRTPY,Month-to-month,Bank transfer (automatic),91.2,3382.3,37,0
6591,0.4169521592154429,1,2486-WYVVE,One year,Mailed check,79.3,2484.0,31,0
6003,0.41693998031526597,1,0816-TSPHQ,Month-to-month,Mailed check,20.75,44.2,2,0
5966,0.4168147339107404,1,1346-PJWTK,Month-to-month,Credit card (automatic),94.15,5731.85,61,0
1618,0.4159489217549771,1,0870-VEMYL,Month-to-month,Credit card (automatic),53.85,259.8,5,0
6643,0.4154045780556166,1,9389-ACWBI,Month-to-month,Credit card (automatic),69.95,320.4,5,0
3180,0.4153716189121942,1,5207-PLSTK,Month-to-month,Mailed check,48.75,48.75,1,0
3920,0.4132638718848689,1,4860-YZGZM,Month-to-month,Electronic check,20.0,185.4,10,0
5506,0.4121928358750183,1,5966-EMAZU,One year,Mailed check,108.5,6880.85,64,0
3505,0.4100591867078597,1,8378-LKJAF,Month-to-month,Credit card (automatic),101.15,3956.7,38,0
164,0.4099847756863178,1,4160-AMJTL,Month-to-month,Electronic check,19.65,164.3,8,1
5681,0.40949020791240676,1,2252-JHJGE,One year,Electronic check,104.0,6363.45,61,0
4317,0.4082771427546167,1,6137-MFAJN,Month-to-month,Electronic check,44.8,2104.55,48,0
1778,0.4080744257395533,1,7957-RYHQD,Month-to-month,Credit card (automatic),79.2,3233.85,40,1
1094,0.40627542449922116,1,9025-ZRPVR,Month-to-month,Mailed check,18.95,185.6,9,0
1824,0.4058459284496915,1,7603-USHJS,Month-to-month,Credit card (automatic),73.75,871.4,12,0
6976,0.40551485919724756,1,2750-BJLSB,One year,Electronic check,103.7,4730.6,47,0
3899,0.4033297658987706,1,8295-FHIVV,Month-to-month,Mailed check,19.4,168.65,7,0
1578,0.4031700363420236,1,9033-EOXWV,One year,Mailed check,74.05,872.65,12,0
4134,0.40095660159919394,1,1784-BXEFA,Month-to-month,Mailed check,20.55,187.35,10,0
5513,0.4008248540942622,1,9842-EFSYY,Month-to-month,Mailed check,57.2,223.75,4,0
1553,0.40050094992611446,1,6777-TGHTM,One year,Credit card (automatic),106.95,5785.5,53,0
